timestamp,lat,lon,orientation,fix_quality,hdop,numsats,cog,sog
1733436770.5111892,48.68482799833333,-123.19206397166667,53,2,0.7,25,0,0
1733436770.7021623,48.68482799833333,-123.19206397166667,53,2,0.7,25,0,0
1733436770.895395,48.68482799833333,-123.19206397166667,53.099999999999994,2,0.7,25,0,0
1733436771.092194,48.68482799833333,-123.19206397166667,53.099999999999994,2,0.7,25,0,0
1733436771.2940238,48.68482799833333,-123.19206397166667,53.099999999999994,2,0.7,25,0,0
1733436771.5047174,48.684827903333336,-123.19206390833334,53.099999999999994,2,0.7,25,0,0
1733436771.7082913,48.684827903333336,-123.19206390833334,53.099999999999994,2,0.7,25,0,0
1733436771.9002364,48.684827903333336,-123.19206390833334,53.099999999999994,2,0.7,25,0,0
1733436772.0967925,48.684827903333336,-123.19206390833334,53,2,0.7,25,0,0
1733436772.295004,48.684827903333336,-123.19206390833334,53,2,0.7,25,0,0
1733436772.5021546,48.68482801166667,-123.19206402833333,53.099999999999994,2,0.7,25,0,0
1733436772.693445,48.68482801166667,-123.19206402833333,53.099999999999994,2,0.7,25,0,0
1733436772.8928497,48.68482801166667,-123.19206402833333,53.099999999999994,2,0.7,25,0,0
1733436773.0980139,48.68482801166667,-123.19206402833333,53.099999999999994,2,0.7,25,0,0
1733436773.3057833,48.68482801166667,-123.19206402833333,53.099999999999994,2,0.7,25,0,0
1733436773.507728,48.68482794,-123.192063995,53,2,0.7,25,0,0
1733436773.7111137,48.68482794,-123.192063995,53,2,0.7,25,0,0
1733436773.9145153,48.68482794,-123.192063995,53,2,0.7,25,0,0
1733436774.1030142,48.68482794,-123.192063995,53,2,0.7,25,0,0
1733436774.3212132,48.68482794,-123.192063995,53,2,0.7,25,0,0
1733436774.514923,48.6848279,-123.19206391333333,53.099999999999994,2,0.8,25,0,0
1733436774.706598,48.6848279,-123.19206391333333,53.099999999999994,2,0.8,25,0,0
1733436774.903189,48.6848279,-123.19206391333333,53.099999999999994,2,0.8,25,0,0
1733436775.1076128,48.6848279,-123.19206391333333,53.099999999999994,2,0.8,25,0,0
1733436775.3015635,48.6848279,-123.19206391333333,53.099999999999994,2,0.8,25,0,0
1733436775.502303,48.684828081666666,-123.19206404666667,53.099999999999994,2,0.8,25,0,0
1733436775.7052088,48.684828081666666,-123.19206404666667,53.099999999999994,2,0.8,25,0,0
1733436775.9087474,48.684828081666666,-123.19206404666667,53.099999999999994,2,0.8,25,0,0
1733436776.1083965,48.684828081666666,-123.19206404666667,53.099999999999994,2,0.8,25,0,0
1733436776.3054476,48.684828081666666,-123.19206404666667,53.099999999999994,2,0.8,25,0,0
1733436776.5063517,48.68482788166666,-123.19206389333333,53.2,2,0.7,25,0,0
1733436776.7115746,48.68482788166666,-123.19206389333333,53.2,2,0.7,25,0,0
1733436776.9001348,48.68482788166666,-123.19206389333333,53.2,2,0.7,25,0,0
1733436777.1061351,48.68482788166666,-123.19206389333333,53.2,2,0.7,25,0,0
1733436777.3042784,48.68482788166666,-123.19206389333333,53.2,2,0.7,25,0,0
1733436777.5195625,48.68482786333333,-123.19206394333334,53.2,2,0.7,26,0,0
1733436777.7093244,48.68482786333333,-123.19206394333334,53.2,2,0.7,26,0,0
1733436777.9011776,48.68482786333333,-123.19206394333334,53.2,2,0.7,26,0,0
1733436778.1050155,48.68482786333333,-123.19206394333334,53.3,2,0.7,26,0,0
1733436778.3061335,48.68482786333333,-123.19206394333334,53.3,2,0.7,26,0,0
